CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE
50017810,T.G.I. FRIDAY'S,MANHATTAN,211,W 34TH ST,10001,2125640539,American ,01/12/2015,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,19,,,02/21/2016,Pre-permit (Operational) / Initial Inspection
50017810,T.G.I. FRIDAY'S,MANHATTAN,211,W 34TH ST,10001,2125640539,American ,01/12/2015,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,19,,,02/21/2016,Pre-permit (Operational) / Initial Inspection
50017810,T.G.I. FRIDAY'S,MANHATTAN,211,W 34TH ST,10001,2125640539,American ,01/12/2015,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,19,,,02/21/2016,Pre-permit (Operational) / Initial Inspection
50017810,T.G.I. FRIDAY'S,MANHATTAN,211,W 34TH ST,10001,2125640539,American ,01/12/2015,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,19,,,02/21/2016,Pre-permit (Operational) / Initial Inspection
40545329,BEN'S DELI,MANHATTAN,209,WEST   38 STREET,10018,2123982367,Jewish/Kosher,01/12/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,25,,,02/21/2016,Cycle Inspection / Initial Inspection
41674682,EL NUEVO CARIDAD RESTAURANT,MANHATTAN,225759,2ND AVE,10029,2128608187,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",01/12/2015,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,24,,,02/21/2016,Cycle Inspection / Initial Inspection
41674682,EL NUEVO CARIDAD RESTAURANT,MANHATTAN,225759,2ND AVE,10029,2128608187,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",01/12/2015,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,24,,,02/21/2016,Cycle Inspection / Initial Inspection
41674682,EL NUEVO CARIDAD RESTAURANT,MANHATTAN,225759,2ND AVE,10029,2128608187,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",01/12/2015,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,24,,,02/21/2016,Cycle Inspection / Initial Inspection
41674682,EL NUEVO CARIDAD RESTAURANT,MANHATTAN,225759,2ND AVE,10029,2128608187,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",01/12/2015,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,24,,,02/21/2016,Cycle Inspection / Initial Inspection
41658609,THE SPOT CAFE,MANHATTAN,67,WEST   23 STREET,10010,2129242654,Delicatessen,01/12/2015,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,22,,,02/21/2016,Cycle Inspection / Initial Inspection
41658609,THE SPOT CAFE,MANHATTAN,67,WEST   23 STREET,10010,2129242654,Delicatessen,01/12/2015,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,22,,,02/21/2016,Cycle Inspection / Initial Inspection
41658609,THE SPOT CAFE,MANHATTAN,67,WEST   23 STREET,10010,2129242654,Delicatessen,01/12/2015,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,22,,,02/21/2016,Cycle Inspection / Initial Inspection
41658609,THE SPOT CAFE,MANHATTAN,67,WEST   23 STREET,10010,2129242654,Delicatessen,01/12/2015,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,22,,,02/21/2016,Cycle Inspection / Initial Inspection
41658609,THE SPOT CAFE,MANHATTAN,67,WEST   23 STREET,10010,2129242654,Delicatessen,01/12/2015,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,22,,,02/21/2016,Cycle Inspection / Initial Inspection
41639573,CORNER SOCIAL,MANHATTAN,321,LENOX AVENUE,10027,2125108552,American ,01/12/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,6,A,01/12/2015,02/21/2016,Cycle Inspection / Re-inspection
41639573,CORNER SOCIAL,MANHATTAN,321,LENOX AVENUE,10027,2125108552,American ,01/12/2015,Violations were cited in the following area(s).,09A,Canned food product observed dented and not segregated from other consumable food items.,Not Critical,6,A,01/12/2015,02/21/2016,Cycle Inspection / Re-inspection
41630632,J J NOODLE,MANHATTAN,19        ,HENRY STREET                                      ,10002,2125712440,Chinese,01/12/2015,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,36,,,02/21/2016,Cycle Inspection / Initial Inspection
41630632,J J NOODLE,MANHATTAN,19        ,HENRY STREET                                      ,10002,2125712440,Chinese,01/12/2015,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,36,,,02/21/2016,Cycle Inspection / Initial Inspection
41630632,J J NOODLE,MANHATTAN,19        ,HENRY STREET                                      ,10002,2125712440,Chinese,01/12/2015,Violations were cited in the following area(s).,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Critical,36,,,02/21/2016,Cycle Inspection / Initial Inspection
41630632,J J NOODLE,MANHATTAN,19        ,HENRY STREET                                      ,10002,2125712440,Chinese,01/12/2015,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,36,,,02/21/2016,Cycle Inspection / Initial Inspection
41630632,J J NOODLE,MANHATTAN,19        ,HENRY STREET                                      ,10002,2125712440,Chinese,01/12/2015,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,36,,,02/21/2016,Cycle Inspection / Initial Inspection
41633762,PRODIGY COFFEE,MANHATTAN,33,CARMINE STREET,10014,2124144142,Café/Coffee/Tea,01/12/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,A,01/12/2015,02/21/2016,Cycle Inspection / Initial Inspection
41633762,PRODIGY COFFEE,MANHATTAN,33,CARMINE STREET,10014,2124144142,Café/Coffee/Tea,01/12/2015,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,7,A,01/12/2015,02/21/2016,Cycle Inspection / Initial Inspection
41627665,AMAZE FUSION & LOUNGE,MANHATTAN,694,3 AVENUE,10017,2129865555,Asian,01/12/2015,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,12,A,01/12/2015,02/21/2016,Cycle Inspection / Re-inspection
41627665,AMAZE FUSION & LOUNGE,MANHATTAN,694,3 AVENUE,10017,2129865555,Asian,01/12/2015,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,12,A,01/12/2015,02/21/2016,Cycle Inspection / Re-inspection
41585635,AMIR'S,MANHATTAN,2911      ,BROADWAY                                                                                            ,10025,2127497500,Middle Eastern,01/12/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,30,,,02/21/2016,Cycle Inspection / Initial Inspection
41585635,AMIR'S,MANHATTAN,2911      ,BROADWAY                                                                                            ,10025,2127497500,Middle Eastern,01/12/2015,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,30,,,02/21/2016,Cycle Inspection / Initial Inspection
41585635,AMIR'S,MANHATTAN,2911      ,BROADWAY                                                                                            ,10025,2127497500,Middle Eastern,01/12/2015,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,30,,,02/21/2016,Cycle Inspection / Initial Inspection
41585635,AMIR'S,MANHATTAN,2911      ,BROADWAY                                                                                            ,10025,2127497500,Middle Eastern,01/12/2015,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,30,,,02/21/2016,Cycle Inspection / Initial Inspection
41585635,AMIR'S,MANHATTAN,2911      ,BROADWAY                                                                                            ,10025,2127497500,Middle Eastern,01/12/2015,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,30,,,02/21/2016,Cycle Inspection / Initial Inspection
41585635,AMIR'S,MANHATTAN,2911      ,BROADWAY                                                                                            ,10025,2127497500,Middle Eastern,01/12/2015,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,30,,,02/21/2016,Cycle Inspection / Initial Inspection
41613314,AMSTERDAM GOURMET,MANHATTAN,403 A,AMSTERDAM AVENUE,10024,2123621525,Soups & Sandwiches,01/12/2015,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,10,A,01/12/2015,02/21/2016,Cycle Inspection / Re-inspection
41613314,AMSTERDAM GOURMET,MANHATTAN,403 A,AMSTERDAM AVENUE,10024,2123621525,Soups & Sandwiches,01/12/2015,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,10,A,01/12/2015,02/21/2016,Cycle Inspection / Re-inspection
41590509,SHIH LEE CHINESE GOODEATS,MANHATTAN,311,EAST   45 STREET,10017,2128670318,Chinese,01/12/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11,A,01/12/2015,02/21/2016,Cycle Inspection / Re-inspection
41590509,SHIH LEE CHINESE GOODEATS,MANHATTAN,311,EAST   45 STREET,10017,2128670318,Chinese,01/12/2015,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,11,A,01/12/2015,02/21/2016,Cycle Inspection / Re-inspection
41590509,SHIH LEE CHINESE GOODEATS,MANHATTAN,311,EAST   45 STREET,10017,2128670318,Chinese,01/12/2015,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,11,A,01/12/2015,02/21/2016,Cycle Inspection / Re-inspection
41584680,THE ORIGINAL RAY'S PIZZA RESTAURANT,MANHATTAN,462,COLUMBUS AVENUE,10024,2128731134,Pizza,01/12/2015,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,12,A,01/12/2015,02/21/2016,Cycle Inspection / Re-inspection
41584680,THE ORIGINAL RAY'S PIZZA RESTAURANT,MANHATTAN,462,COLUMBUS AVENUE,10024,2128731134,Pizza,01/12/2015,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12,A,01/12/2015,02/21/2016,Cycle Inspection / Re-inspection
41584680,THE ORIGINAL RAY'S PIZZA RESTAURANT,MANHATTAN,462,COLUMBUS AVENUE,10024,2128731134,Pizza,01/12/2015,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,12,A,01/12/2015,02/21/2016,Cycle Inspection / Re-inspection
41612393,THE IRISH AMERICAN,MANHATTAN,17 ,JOHN STREET,10038,6464146223,Irish,01/12/2015,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,8,A,01/12/2015,02/21/2016,Cycle Inspection / Re-inspection
41590133,CAFE DEL SOL,MANHATTAN,480,7 AVENUE,10018,2126432926,Delicatessen,01/12/2015,Violations were cited in the following area(s).,20F,Current letter grade card not posted.,Not Critical,,,,02/21/2016,Administrative Miscellaneous / Re-inspection
41590133,CAFE DEL SOL,MANHATTAN,480,7 AVENUE,10018,2126432926,Delicatessen,01/12/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,23,B,01/12/2015,02/21/2016,Cycle Inspection / Re-inspection
41590133,CAFE DEL SOL,MANHATTAN,480,7 AVENUE,10018,2126432926,Delicatessen,01/12/2015,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,23,B,01/12/2015,02/21/2016,Cycle Inspection / Re-inspection
41590133,CAFE DEL SOL,MANHATTAN,480,7 AVENUE,10018,2126432926,Delicatessen,01/12/2015,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,23,B,01/12/2015,02/21/2016,Cycle Inspection / Re-inspection
41590133,CAFE DEL SOL,MANHATTAN,480,7 AVENUE,10018,2126432926,Delicatessen,01/12/2015,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,23,B,01/12/2015,02/21/2016,Cycle Inspection / Re-inspection
40545329,BEN'S DELI,MANHATTAN,209,WEST   38 STREET,10018,2123982367,Jewish/Kosher,01/12/2015,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,25,,,02/21/2016,Cycle Inspection / Initial Inspection
40545329,BEN'S DELI,MANHATTAN,209,WEST   38 STREET,10018,2123982367,Jewish/Kosher,01/12/2015,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,25,,,02/21/2016,Cycle Inspection / Initial Inspection
40545329,BEN'S DELI,MANHATTAN,209,WEST   38 STREET,10018,2123982367,Jewish/Kosher,01/12/2015,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,25,,,02/21/2016,Cycle Inspection / Initial Inspection
40545329,BEN'S DELI,MANHATTAN,209,WEST   38 STREET,10018,2123982367,Jewish/Kosher,01/12/2015,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,25,,,02/21/2016,Cycle Inspection / Initial Inspection
50017808,CHINA GOURMET,MANHATTAN,877,8TH AVE,10019,2124893088,Chinese,01/12/2015,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,12,,,02/21/2016,Pre-permit (Operational) / Initial Inspection
50017808,CHINA GOURMET,MANHATTAN,877,8TH AVE,10019,2124893088,Chinese,01/12/2015,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,12,,,02/21/2016,Pre-permit (Operational) / Initial Inspection
50017808,CHINA GOURMET,MANHATTAN,877,8TH AVE,10019,2124893088,Chinese,01/12/2015,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,12,,,02/21/2016,Pre-permit (Operational) / Initial Inspection
50017243,BURGER & LOBSTER,MANHATTAN,39,W 19TH ST,10011,6468337532,American ,01/12/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,5,A,01/12/2015,02/21/2016,Cycle Inspection / Initial Inspection
50017243,BURGER & LOBSTER,MANHATTAN,39,W 19TH ST,10011,6468337532,American ,01/12/2015,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,5,A,01/12/2015,02/21/2016,Cycle Inspection / Initial Inspection
50018098,EDEN WOK,MANHATTAN,43,E 34TH ST,10016,2127258100,Chinese,01/12/2015,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,12,,,02/21/2016,Pre-permit (Operational) / Initial Inspection
40560112,EL MALECON RESTAURANT,MANHATTAN,764       ,AMSTERDAM AVENUE                                  ,10025,2128645648,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",01/12/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,4,A,01/12/2015,02/21/2016,Cycle Inspection / Re-inspection
40560112,EL MALECON RESTAURANT,MANHATTAN,764       ,AMSTERDAM AVENUE                                  ,10025,2128645648,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",01/12/2015,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,4,A,01/12/2015,02/21/2016,Cycle Inspection / Re-inspection
50017444,MCFADDEN'S,MANHATTAN,800,2ND AVE,10017,2129861515,Irish,01/12/2015,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,6,A,01/12/2015,02/21/2016,Pre-permit (Operational) / Re-inspection
50018003,GREEN LIFE JUICE BAR,MANHATTAN,311,E 76TH ST,10021,2123210744,"Juice, Smoothies, Fruit Salads",01/12/2015,Violations were cited in the following area(s).,20D,"Choking first aid poster not posted. Alcohol and pregnancy warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted. Inspection report sign not posted.",Not Critical,,,,02/21/2016,Administrative Miscellaneous / Initial Inspection
50018003,GREEN LIFE JUICE BAR,MANHATTAN,311,E 76TH ST,10021,2123210744,"Juice, Smoothies, Fruit Salads",01/12/2015,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,41,,,02/21/2016,Pre-permit (Non-operational) / Initial Inspection
50018003,GREEN LIFE JUICE BAR,MANHATTAN,311,E 76TH ST,10021,2123210744,"Juice, Smoothies, Fruit Salads",01/12/2015,Violations were cited in the following area(s).,10A,"Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",Not Critical,41,,,02/21/2016,Pre-permit (Non-operational) / Initial Inspection
50018003,GREEN LIFE JUICE BAR,MANHATTAN,311,E 76TH ST,10021,2123210744,"Juice, Smoothies, Fruit Salads",01/12/2015,Violations were cited in the following area(s).,05F,Insufficient or no refrigerated or hot holding equipment to keep potentially hazardous foods at required temperatures.,Critical,41,,,02/21/2016,Pre-permit (Non-operational) / Initial Inspection
50018003,GREEN LIFE JUICE BAR,MANHATTAN,311,E 76TH ST,10021,2123210744,"Juice, Smoothies, Fruit Salads",01/12/2015,Violations were cited in the following area(s).,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Critical,41,,,02/21/2016,Pre-permit (Non-operational) / Initial Inspection
50016844,ROSE PIZZA,MANHATTAN,1,PENN PLZ,10119,2125947817,Pizza,01/12/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,52,,,02/21/2016,Pre-permit (Operational) / Initial Inspection
50016844,ROSE PIZZA,MANHATTAN,1,PENN PLZ,10119,2125947817,Pizza,01/12/2015,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,52,,,02/21/2016,Pre-permit (Operational) / Initial Inspection
50016844,ROSE PIZZA,MANHATTAN,1,PENN PLZ,10119,2125947817,Pizza,01/12/2015,Violations were cited in the following area(s).,10A,"Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",Not Critical,52,,,02/21/2016,Pre-permit (Operational) / Initial Inspection
50016844,ROSE PIZZA,MANHATTAN,1,PENN PLZ,10119,2125947817,Pizza,01/12/2015,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Critical,52,,,02/21/2016,Pre-permit (Operational) / Initial Inspection
50016844,ROSE PIZZA,MANHATTAN,1,PENN PLZ,10119,2125947817,Pizza,01/12/2015,Violations were cited in the following area(s).,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,52,,,02/21/2016,Pre-permit (Operational) / Initial Inspection
50016844,ROSE PIZZA,MANHATTAN,1,PENN PLZ,10119,2125947817,Pizza,01/12/2015,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,52,,,02/21/2016,Pre-permit (Operational) / Initial Inspection
40383090,TORTILLA FLATS,MANHATTAN,767,WASHINGTON STREET,10014,2122431053,Tex-Mex,01/12/2015,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,6,A,01/12/2015,02/21/2016,Cycle Inspection / Initial Inspection
40372944,THE GREEK CORNER,MANHATTAN,322       ,7 AVENUE                                          ,10001,2122390760,American ,01/12/2015,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,10,A,01/12/2015,02/21/2016,Cycle Inspection / Initial Inspection
40372944,THE GREEK CORNER,MANHATTAN,322       ,7 AVENUE                                          ,10001,2122390760,American ,01/12/2015,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,10,A,01/12/2015,02/21/2016,Cycle Inspection / Initial Inspection
40372944,THE GREEK CORNER,MANHATTAN,322       ,7 AVENUE                                          ,10001,2122390760,American ,01/12/2015,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,10,A,01/12/2015,02/21/2016,Cycle Inspection / Initial Inspection
50013000,JOEY PEPPERONI,MANHATTAN,493,2ND AVE,10016,2122135558,Pizza,01/12/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11,A,01/12/2015,02/21/2016,Cycle Inspection / Initial Inspection
50013000,JOEY PEPPERONI,MANHATTAN,493,2ND AVE,10016,2122135558,Pizza,01/12/2015,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,11,A,01/12/2015,02/21/2016,Cycle Inspection / Initial Inspection
50012569,CASA MEXICANA,MANHATTAN,898,AMSTERDAM AVE,10025,2122223151,Mexican,01/12/2015,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,17,,,02/21/2016,Cycle Inspection / Initial Inspection
50012569,CASA MEXICANA,MANHATTAN,898,AMSTERDAM AVE,10025,2122223151,Mexican,01/12/2015,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,17,,,02/21/2016,Cycle Inspection / Initial Inspection
50012569,CASA MEXICANA,MANHATTAN,898,AMSTERDAM AVE,10025,2122223151,Mexican,01/12/2015,Violations were cited in the following area(s).,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,17,,,02/21/2016,Cycle Inspection / Initial Inspection
50012545,WENDY'S,MANHATTAN,938,8TH AVE,10019,2129774788,Hamburgers,01/12/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,35,,,02/21/2016,Cycle Inspection / Initial Inspection
50012545,WENDY'S,MANHATTAN,938,8TH AVE,10019,2129774788,Hamburgers,01/12/2015,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,35,,,02/21/2016,Cycle Inspection / Initial Inspection
50012545,WENDY'S,MANHATTAN,938,8TH AVE,10019,2129774788,Hamburgers,01/12/2015,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,35,,,02/21/2016,Cycle Inspection / Initial Inspection
50011539,CIAO LAVAZZA CAFE,MANHATTAN,99,NASSAU STREET,10038,6463312281,Café/Coffee/Tea,01/12/2015,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,15,,,02/21/2016,Cycle Inspection / Initial Inspection
50011539,CIAO LAVAZZA CAFE,MANHATTAN,99,NASSAU STREET,10038,6463312281,Café/Coffee/Tea,01/12/2015,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,15,,,02/21/2016,Cycle Inspection / Initial Inspection
50014981,WRAPIDO,MANHATTAN,673,9TH AVE,10036,2122036161,Mediterranean,01/12/2015,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12,A,01/12/2015,02/21/2016,Cycle Inspection / Initial Inspection
50014981,WRAPIDO,MANHATTAN,673,9TH AVE,10036,2122036161,Mediterranean,01/12/2015,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,12,A,01/12/2015,02/21/2016,Cycle Inspection / Initial Inspection
